1,Time,Force,Flexure displacement,Flexure stress
,(s),(N),(mm),(MPa)
"","0.0000","0.5272","0.0000","0.2960"
"","0.0200","0.5136","0.0001","0.2884"
"","0.0400","0.5216","0.0008","0.2929"
"","0.0600","0.5521","0.0027","0.3100"
"","0.0800","0.5932","0.0075","0.3330"
"","0.1000","0.6875","0.0172","0.3859"
"","0.1170","0.7900","0.0286","0.4435"
"","0.1350","0.8924","0.0414","0.5010"
"","0.1520","0.9928","0.0532","0.5574"
"","0.1700","1.0949","0.0652","0.6147"
"","0.1900","1.1895","0.0777","0.6678"
"","0.2100","1.2878","0.0902","0.7230"
"","0.2280","1.3878","0.1026","0.7791"
"","0.2440","1.4899","0.1139","0.8364"
"","0.2630","1.5924","0.1267","0.8940"
"","0.2830","1.6914","0.1393","0.9496"
"","0.3020","1.7958","0.1520","1.0082"
"","0.3200","1.8989","0.1647","1.0661"
"","0.3380","2.0018","0.1770","1.1238"
"","0.3580","2.0931","0.1898","1.1751"
"","0.3770","2.1960","0.2019","1.2329"
"","0.3970","2.2921","0.2152","1.2868"
"","0.4170","2.3922","0.2285","1.3430"
"","0.4360","2.4938","0.2407","1.4001"
"","0.4560","2.5961","0.2540","1.4574"
"","0.4750","2.6997","0.2670","1.5156"
"","0.4940","2.8040","0.2799","1.5742"
"","0.5140","2.9019","0.2929","1.6291"
"","0.5340","3.0037","0.3063","1.6863"
"","0.5520","3.1051","0.3188","1.7432"
"","0.5720","3.2076","0.3321","1.8008"
"","0.5920","3.3007","0.3445","1.8530"
"","0.6110","3.4039","0.3566","1.9110"
"","0.6280","3.5045","0.3680","1.9674"
"","0.6440","3.6047","0.3789","2.0237"
"","0.6620","3.7088","0.3908","2.0821"
"","0.6800","3.8114","0.4026","2.1397"
"","0.6960","3.9137","0.4136","2.1972"
"","0.7120","4.0148","0.4248","2.2539"
"","0.7310","4.1158","0.4376","2.3106"
"","0.7480","4.2197","0.4487","2.3690"
"","0.7670","4.3235","0.4616","2.4273"
"","0.7840","4.4257","0.4734","2.4846"
"","0.7990","4.5288","0.4838","2.5425"
"","0.8170","4.6336","0.4960","2.6013"
"","0.8350","4.7367","0.5077","2.6592"
"","0.8520","4.8419","0.5188","2.7183"
"","0.8690","4.9421","0.5302","2.7745"
"","0.8870","5.0430","0.5419","2.8311"
"","0.9070","5.1471","0.5545","2.8896"
"","0.9230","5.2487","0.5650","2.9467"
"","0.9390","5.3515","0.5759","3.0044"
"","0.9550","5.4558","0.5870","3.0629"
"","0.9730","5.5609","0.5989","3.1219"
"","0.9910","5.6660","0.6107","3.1809"
"","1.0070","5.7695","0.6218","3.2390"
"","1.0220","5.8718","0.6322","3.2965"
"","1.0380","5.9769","0.6428","3.3554"
"","1.0570","6.0795","0.6546","3.4131"
"","1.0740","6.1847","0.6654","3.4721"
"","1.0910","6.2870","0.6770","3.5295"
"","1.1070","6.3908","0.6882","3.5878"
"","1.1220","6.4932","0.6985","3.6453"
"","1.1380","6.5982","0.7090","3.7042"
"","1.1560","6.6990","0.7208","3.7608"
"","1.1730","6.8001","0.7322","3.8176"
"","1.1880","6.9064","0.7424","3.8773"
"","1.2040","7.0073","0.7529","3.9339"
"","1.2220","7.1104","0.7645","3.9918"
"","1.2380","7.2161","0.7753","4.0512"
"","1.2520","7.3220","0.7853","4.1106"
"","1.2670","7.4221","0.7962","4.1668"
"","1.2840","7.5281","0.8078","4.2263"
"","1.3000","7.6326","0.8181","4.2850"
"","1.3170","7.7343","0.8293","4.3421"
"","1.3330","7.8386","0.8398","4.4006"
"","1.3480","7.9387","0.8495","4.4568"
"","1.3650","8.0418","0.8601","4.5147"
"","1.3830","8.1434","0.8716","4.5717"
"","1.3980","8.2484","0.8818","4.6307"
"","1.4130","8.3544","0.8923","4.6902"
"","1.4280","8.4564","0.9028","4.7474"
"","1.4450","8.5621","0.9141","4.8068"
"","1.4610","8.6642","0.9245","4.8641"
"","1.4780","8.7687","0.9358","4.9228"
"","1.4930","8.8713","0.9462","4.9804"
"","1.5080","8.9743","0.9562","5.0382"
"","1.5250","9.0749","0.9670","5.0947"
"","1.5430","9.1804","0.9784","5.1539"
"","1.5590","9.2862","0.9892","5.2133"
"","1.5740","9.3931","0.9998","5.2733"
"","1.5900","9.4974","1.0108","5.3319"
"","1.6060","9.6000","1.0210","5.3895"
"","1.6220","9.7002","1.0312","5.4457"
"","1.6390","9.8024","1.0424","5.5031"
"","1.6550","9.9069","1.0531","5.5617"
"","1.6690","10.0116","1.0623","5.6205"
"","1.6860","10.1154","1.0737","5.6788"
"","1.7020","10.2224","1.0850","5.7389"
"","1.7150","10.3277","1.0945","5.7980"
"","1.7280","10.4299","1.1039","5.8554"
"","1.7440","10.5360","1.1150","5.9149"
"","1.7610","10.6407","1.1260","5.9737"
"","1.7780","10.7432","1.1369","6.0313"
"","1.7940","10.8448","1.1473","6.0883"
"","1.8110","10.9471","1.1582","6.1458"
"","1.8290","11.0504","1.1691","6.2037"
"","1.8450","11.1518","1.1788","6.2607"
"","1.8610","11.2533","1.1894","6.3176"
"","1.8750","11.3542","1.1993","6.3743"
"","1.8880","11.4559","1.2088","6.4314"
"","1.9040","11.5605","1.2199","6.4901"
"","1.9210","11.6651","1.2310","6.5488"
"","1.9360","11.7657","1.2409","6.6053"
"","1.9510","11.8699","1.2511","6.6638"
"","1.9670","11.9736","1.2621","6.7220"
"","1.9850","12.0797","1.2737","6.7816"
"","2.0010","12.1836","1.2837","6.8399"
"","2.0170","12.2847","1.2942","6.8967"
"","2.0330","12.3895","1.3052","6.9555"
"","2.0480","12.4957","1.3156","7.0151"
"","2.0630","12.5959","1.3256","7.0714"
"","2.0810","12.6987","1.3369","7.1291"
"","2.0970","12.7991","1.3472","7.1854"
"","2.1120","12.9000","1.3571","7.2421"
"","2.1280","13.0016","1.3680","7.2992"
"","2.1430","13.1076","1.3781","7.3586"
"","2.1570","13.2112","1.3876","7.4168"
"","2.1720","13.3145","1.3981","7.4748"
"","2.1870","13.4154","1.4091","7.5314"
"","2.2010","13.5218","1.4194","7.5912"
"","2.2150","13.6263","1.4290","7.6499"
"","2.2330","13.7279","1.4402","7.7069"
"","2.2510","13.8308","1.4516","7.7647"
"","2.2650","13.9330","1.4608","7.8220"
"","2.2820","14.0381","1.4720","7.8810"
"","2.3010","14.1389","1.4838","7.9376"
"","2.3170","14.2413","1.4938","7.9951"
"","2.3320","14.3448","1.5038","8.0532"
"","2.3460","14.4471","1.5138","8.1107"
"","2.3600","14.5507","1.5238","8.1688"
"","2.3750","14.6534","1.5340","8.2265"
"","2.3910","14.7572","1.5443","8.2848"
"","2.4080","14.8594","1.5553","8.3421"
"","2.4230","14.9603","1.5654","8.3987"
"","2.4380","15.0643","1.5758","8.4572"
"","2.4540","15.1703","1.5866","8.5167"
"","2.4700","15.2762","1.5970","8.5761"
"","2.4850","15.3796","1.6069","8.6342"
"","2.5000","15.4815","1.6171","8.6914"
"","2.5170","15.5863","1.6286","8.7502"
"","2.5320","15.6900","1.6383","8.8084"
"","2.5480","15.7903","1.6481","8.8647"
"","2.5660","15.8939","1.6597","8.9229"
"","2.5800","16.0017","1.6693","8.9834"
"","2.5930","16.1019","1.6785","9.0397"
"","2.6090","16.2064","1.6895","9.0983"
"","2.6250","16.3091","1.7002","9.1560"
"","2.6390","16.4152","1.7098","9.2155"
"","2.6520","16.5206","1.7190","9.2747"
"","2.6660","16.6216","1.7289","9.3314"
"","2.6810","16.7226","1.7392","9.3881"
"","2.6970","16.8278","1.7493","9.4472"
"","2.7140","16.9284","1.7600","9.5037"
"","2.7310","17.0329","1.7710","9.5623"
"","2.7460","17.1363","1.7810","9.6204"
"","2.7610","17.2407","1.7907","9.6790"
"","2.7790","17.3450","1.8023","9.7375"
"","2.7940","17.4464","1.8123","9.7945"
"","2.8070","17.5496","1.8214","9.8524"
"","2.8210","17.6503","1.8313","9.9090"
"","2.8360","17.7506","1.8413","9.9652"
"","2.8520","17.8507","1.8514","10.0214"
"","2.8680","17.9510","1.8616","10.0778"
"","2.8830","18.0532","1.8717","10.1351"
"","2.8960","18.1537","1.8809","10.1916"
"","2.9100","18.2565","1.8905","10.2493"
"","2.9260","18.3605","1.9011","10.3076"
"","2.9430","18.4665","1.9122","10.3672"
"","2.9580","18.5710","1.9223","10.4258"
"","2.9730","18.6757","1.9326","10.4846"
"","2.9880","18.7790","1.9427","10.5426"
"","3.0030","18.8800","1.9525","10.5993"
"","3.0190","18.9860","1.9625","10.6588"
"","3.0340","19.0909","1.9723","10.7177"
"","3.0480","19.1916","1.9820","10.7742"
"","3.0610","19.2933","1.9913","10.8313"
"","3.0750","19.3941","2.0009","10.8879"
"","3.0930","19.4977","2.0126","10.9461"
"","3.1090","19.6030","2.0231","11.0052"
"","3.1220","19.7032","2.0320","11.0615"
"","3.1370","19.8088","2.0424","11.1207"
"","3.1530","19.9134","2.0530","11.1794"
"","3.1690","20.0142","2.0633","11.2361"
"","3.1840","20.1210","2.0731","11.2960"
"","3.1980","20.2246","2.0827","11.3542"
"","3.2120","20.3256","2.0924","11.4109"
"","3.2270","20.4310","2.1025","11.4700"
"","3.2440","20.5324","2.1133","11.5270"
"","3.2600","20.6330","2.1236","11.5835"
"","3.2750","20.7365","2.1336","11.6415"
"","3.2890","20.8434","2.1431","11.7015"
"","3.3040","20.9450","2.1532","11.7586"
"","3.3210","21.0517","2.1642","11.8185"
"","3.3350","21.1544","2.1732","11.8762"
"","3.3510","21.2601","2.1839","11.9355"
"","3.3660","21.3658","2.1943","11.9949"
"","3.3800","21.4719","2.2040","12.0544"
"","3.3950","21.5782","2.2140","12.1141"
"","3.4120","21.6837","2.2251","12.1733"
"","3.4280","21.7906","2.2357","12.2333"
"","3.4420","21.8956","2.2454","12.2923"
"","3.4570","22.0000","2.2556","12.3509"
"","3.4740","22.1046","2.2665","12.4096"
"","3.4920","22.2093","2.2778","12.4684"
"","3.5060","22.3107","2.2870","12.5253"
"","3.5200","22.4137","2.2966","12.5831"
"","3.5350","22.5156","2.3068","12.6403"
"","3.5510","22.6226","2.3174","12.7004"
"","3.5640","22.7228","2.3261","12.7566"
"","3.5770","22.8240","2.3351","12.8135"
"","3.5920","22.9241","2.3457","12.8697"
"","3.6050","23.0253","2.3549","12.9265"
"","3.6190","23.1291","2.3642","12.9848"
"","3.6380","23.2293","2.3760","13.0410"
"","3.6540","23.3344","2.3860","13.1000"
"","3.6680","23.4352","2.3954","13.1566"
"","3.6820","23.5405","2.4052","13.2157"
"","3.6960","23.6413","2.4148","13.2723"
"","3.7110","23.7441","2.4245","13.3300"
"","3.7280","23.8478","2.4353","13.3882"
"","3.7430","23.9531","2.4452","13.4474"
"","3.7570","24.0549","2.4548","13.5045"
"","3.7720","24.1585","2.4648","13.5627"
"","3.7870","24.2605","2.4745","13.6199"
"","3.8020","24.3607","2.4842","13.6762"
"","3.8160","24.4631","2.4938","13.7336"
"","3.8280","24.5632","2.5023","13.7898"
"","3.8410","24.6686","2.5116","13.8491"
"","3.8580","24.7717","2.5229","13.9069"
"","3.8760","24.8754","2.5340","13.9651"
"","3.8900","24.9765","2.5429","14.0219"
"","3.9040","25.0765","2.5521","14.0780"
"","3.9190","25.1821","2.5622","14.1373"
"","3.9340","25.2860","2.5722","14.1956"
"","3.9500","25.3926","2.5825","14.2555"
"","3.9650","25.4996","2.5927","14.3156"
"","3.9790","25.6015","2.6025","14.3728"
"","3.9920","25.7021","2.6118","14.4293"
"","4.0050","25.8030","2.6207","14.4859"
"","4.0220","25.9060","2.6317","14.5437"
"","4.0390","26.0110","2.6427","14.6027"
"","4.0520","26.1136","2.6517","14.6603"
"","4.0650","26.2209","2.6609","14.7205"
"","4.0790","26.3213","2.6708","14.7769"
"","4.0950","26.4267","2.6814","14.8361"
"","4.1090","26.5290","2.6903","14.8935"
"","4.1240","26.6303","2.7001","14.9504"
"","4.1400","26.7372","2.7109","15.0104"
"","4.1540","26.8393","2.7202","15.0677"
"","4.1700","26.9429","2.7304","15.1259"
"","4.1870","27.0490","2.7410","15.1854"
"","4.2020","27.1508","2.7507","15.2426"
"","4.2160","27.2538","2.7603","15.3004"
"","4.2290","27.3551","2.7694","15.3573"
"","4.2440","27.4592","2.7797","15.4157"
"","4.2600","27.5645","2.7901","15.4748"
"","4.2740","27.6667","2.7991","15.5322"
"","4.2870","27.7685","2.8080","15.5893"
"","4.3000","27.8696","2.8175","15.6461"
"","4.3140","27.9743","2.8278","15.7049"
"","4.3280","28.0791","2.8373","15.7637"
"","4.3440","28.1816","2.8472","15.8213"
"","4.3630","28.2825","2.8588","15.8779"
"","4.3770","28.3852","2.8676","15.9355"
"","4.3910","28.4905","2.8769","15.9946"
"","4.4060","28.5913","2.8868","16.0512"
"","4.4220","28.6982","2.8974","16.1112"
"","4.4360","28.8043","2.9069","16.1708"
"","4.4490","28.9057","2.9161","16.2278"
"","4.4630","29.0093","2.9258","16.2859"
"","4.4780","29.1110","2.9357","16.3430"
"","4.4940","29.2172","2.9458","16.4026"
"","4.5100","29.3238","2.9562","16.4625"
"","4.5240","29.4309","2.9660","16.5226"
"","4.5370","29.5311","2.9754","16.5789"
"","4.5510","29.6378","2.9854","16.6388"
"","4.5650","29.7396","2.9949","16.6959"
"","4.5790","29.8418","3.0039","16.7533"
"","4.5960","29.9480","3.0149","16.8129"
"","4.6100","30.0488","3.0241","16.8695"
"","4.6240","30.1533","3.0334","16.9282"
"","4.6390","30.2556","3.0429","16.9856"
"","4.6560","30.3602","3.0534","17.0443"
"","4.6720","30.4652","3.0638","17.1033"
"","4.6850","30.5710","3.0728","17.1627"
"","4.6990","30.6757","3.0828","17.2215"
"","4.7140","30.7807","3.0933","17.2804"
"","4.7280","30.8881","3.1026","17.3407"
"","4.7430","30.9927","3.1126","17.3994"
"","4.7580","31.1005","3.1227","17.4599"
"","4.7710","31.2022","3.1315","17.5170"
"","4.7850","31.3075","3.1408","17.5761"
"","4.8020","31.4130","3.1515","17.6354"
"","4.8190","31.5176","3.1623","17.6941"
"","4.8330","31.6195","3.1716","17.7513"
"","4.8460","31.7202","3.1807","17.8078"
"","4.8590","31.8264","3.1899","17.8675"
"","4.8730","31.9291","3.1994","17.9251"
"","4.8880","32.0297","3.2090","17.9816"
"","4.9040","32.1325","3.2192","18.0393"
"","4.9190","32.2396","3.2291","18.0994"
"","4.9320","32.3430","3.2382","18.1575"
"","4.9470","32.4497","3.2485","18.2174"
"","4.9610","32.5537","3.2578","18.2757"
"","4.9760","32.6598","3.2677","18.3354"
"","4.9900","32.7626","3.2773","18.3930"
"","5.0030","32.8645","3.2865","18.4502"
"","5.0170","32.9662","3.2964","18.5073"
"","5.0310","33.0703","3.3057","18.5658"
"","5.0450","33.1735","3.3147","18.6237"
"","5.0600","33.2799","3.3245","18.6835"
"","5.0740","33.3861","3.3340","18.7431"
"","5.0880","33.4912","3.3435","18.8021"
"","5.1050","33.5949","3.3543","18.8603"
"","5.1240","33.6996","3.3657","18.9191"
"","5.1390","33.8023","3.3752","18.9767"
"","5.1520","33.9069","3.3841","19.0354"
"","5.1650","34.0149","3.3934","19.0961"
"","5.1780","34.1178","3.4026","19.1538"
"","5.1920","34.2196","3.4121","19.2110"
"","5.2060","34.3202","3.4212","19.2675"
"","5.2200","34.4219","3.4306","19.3246"
"","5.2340","34.5242","3.4401","19.3820"
"","5.2480","34.6270","3.4496","19.4397"
"","5.2640","34.7327","3.4598","19.4990"
"","5.2810","34.8377","3.4703","19.5580"
"","5.2960","34.9385","3.4801","19.6146"
"","5.3090","35.0445","3.4891","19.6741"
"","5.3220","35.1479","3.4984","19.7321"
"","5.3360","35.2485","3.5081","19.7887"
"","5.3510","35.3556","3.5179","19.8487"
"","5.3650","35.4566","3.5269","19.9055"
"","5.3810","35.5600","3.5373","19.9635"
"","5.3950","35.6657","3.5467","20.0228"
"","5.4090","35.7718","3.5560","20.0824"
"","5.4230","35.8770","3.5651","20.1414"
"","5.4380","35.9800","3.5750","20.1993"
"","5.4520","36.0825","3.5848","20.2568"
"","5.4640","36.1869","3.5937","20.3154"
"","5.4750","36.2869","3.6019","20.3716"
"","5.4880","36.3883","3.6111","20.4285"
"","5.5040","36.4905","3.6215","20.4859"
"","5.5200","36.5934","3.6312","20.5436"
"","5.5360","36.6979","3.6412","20.6023"
"","5.5510","36.8049","3.6512","20.6624"
"","5.5650","36.9069","3.6609","20.7197"
"","5.5790","37.0071","3.6701","20.7759"
"","5.5930","37.1071","3.6790","20.8321"
"","5.6090","37.2132","3.6892","20.8916"
"","5.6220","37.3146","3.6979","20.9485"
"","5.6350","37.4158","3.7068","21.0054"
"","5.6500","37.5197","3.7170","21.0637"
"","5.6650","37.6249","3.7267","21.1228"
"","5.6790","37.7305","3.7359","21.1821"
"","5.6930","37.8383","3.7454","21.2426"
"","5.7060","37.9384","3.7544","21.2987"
"","5.7200","38.0415","3.7640","21.3566"
"","5.7350","38.1421","3.7736","21.4131"
"","5.7510","38.2473","3.7837","21.4722"
"","5.7650","38.3517","3.7929","21.5308"
"","5.7780","38.4560","3.8019","21.5894"
"","5.7910","38.5568","3.8110","21.6459"
"","5.8050","38.6632","3.8205","21.7057"
"","5.8210","38.7648","3.8307","21.7627"
"","5.8380","38.8713","3.8414","21.8225"
"","5.8520","38.9758","3.8506","21.8811"
"","5.8660","39.0825","3.8601","21.9411"
"","5.8800","39.1891","3.8697","22.0009"
"","5.8930","39.2932","3.8785","22.0593"
"","5.9060","39.3965","3.8872","22.1173"
"","5.9210","39.5028","3.8977","22.1770"
"","5.9340","39.6094","3.9070","22.2369"
"","5.9460","39.7167","3.9156","22.2971"
"","5.9590","39.8213","3.9247","22.3558"
"","5.9750","39.9233","3.9350","22.4131"
"","5.9910","40.0235","3.9451","22.4693"
"","6.0050","40.1277","3.9541","22.5278"
"","6.0200","40.2339","3.9638","22.5875"
"","6.0350","40.3362","3.9735","22.6449"
"","6.0520","40.4410","3.9841","22.7037"
"","6.0670","40.5451","3.9938","22.7622"
"","6.0790","40.6453","4.0021","22.8184"
"","6.0910","40.7500","4.0107","22.8772"
"","6.1030","40.8515","4.0195","22.9342"
"","6.1160","40.9569","4.0285","22.9934"
"","6.1310","41.0595","4.0380","23.0509"
"","6.1490","41.1615","4.0491","23.1082"
"","6.1620","41.2647","4.0576","23.1661"
"","6.1740","41.3711","4.0659","23.2259"
"","6.1870","41.4727","4.0751","23.2829"
"","6.2010","41.5805","4.0847","23.3434"
"","6.2150","41.6853","4.0937","23.4023"
"","6.2310","41.7907","4.1041","23.4614"
"","6.2460","41.8953","4.1142","23.5202"
"","6.2590","42.0027","4.1231","23.5805"
"","6.2720","42.1098","4.1318","23.6406"
"","6.2880","42.2135","4.1420","23.6988"
"","6.3040","42.3204","4.1520","23.7588"
"","6.3170","42.4227","4.1605","23.8163"
"","6.3310","42.5251","4.1702","23.8737"
"","6.3430","42.6275","4.1787","23.9312"
"","6.3560","42.7343","4.1876","23.9912"
"","6.3710","42.8375","4.1976","24.0491"
"","6.3850","42.9442","4.2071","24.1090"
"","6.3970","43.0492","4.2155","24.1680"
"","6.4100","43.1556","4.2248","24.2277"
"","6.4240","43.2631","4.2345","24.2881"
"","6.4380","43.3664","4.2435","24.3460"
"","6.4530","43.4685","4.2528","24.4034"
"","6.4680","43.5745","4.2626","24.4629"
"","6.4810","43.6799","4.2714","24.5221"
"","6.4940","43.7869","4.2803","24.5821"
"","6.5090","43.8904","4.2901","24.6402"
"","6.5250","43.9956","4.3002","24.6993"
"","6.5400","44.0996","4.3099","24.7577"
"","6.5530","44.2012","4.3187","24.8147"
"","6.5650","44.3022","4.3271","24.8714"
"","6.5780","44.4096","4.3361","24.9317"
"","6.5920","44.5130","4.3453","24.9898"
"","6.6080","44.6195","4.3553","25.0495"
"","6.6220","44.7212","4.3642","25.1066"
"","6.6360","44.8269","4.3736","25.1660"
"","6.6500","44.9331","4.3834","25.2256"
"","6.6620","45.0344","4.3917","25.2824"
"","6.6750","45.1367","4.4003","25.3399"
"","6.6900","45.2422","4.4103","25.3991"
"","6.7030","45.3458","4.4192","25.4573"
"","6.7150","45.4482","4.4275","25.5148"
"","6.7280","45.5505","4.4365","25.5722"
"","6.7420","45.6509","4.4458","25.6286"
"","6.7570","45.7557","4.4552","25.6874"
"","6.7720","45.8596","4.4644","25.7458"
"","6.7880","45.9666","4.4747","25.8058"
"","6.8010","46.0741","4.4837","25.8662"
"","6.8120","46.1765","4.4917","25.9236"
"","6.8240","46.2800","4.5002","25.9817"
"","6.8370","46.3817","4.5090","26.0389"
"","6.8510","46.4821","4.5183","26.0952"
"","6.8650","46.5844","4.5277","26.1526"
"","6.8780","46.6925","4.5365","26.2133"
"","6.8910","46.7953","4.5453","26.2711"
"","6.9060","46.8998","4.5549","26.3297"
"","6.9210","47.0029","4.5644","26.3876"
"","6.9350","47.1102","4.5736","26.4478"
"","6.9480","47.2180","4.5826","26.5084"
"","6.9610","47.3215","4.5917","26.5665"
"","6.9750","47.4287","4.6011","26.6266"
"","6.9890","47.5300","4.6101","26.6835"
"","7.0050","47.6345","4.6202","26.7421"
"","7.0190","47.7415","4.6295","26.8022"
"","7.0310","47.8426","4.6377","26.8590"
"","7.0440","47.9493","4.6466","26.9189"
"","7.0590","48.0500","4.6564","26.9754"
"","7.0740","48.1518","4.6657","27.0326"
"","7.0880","48.2566","4.6748","27.0914"
"","7.1010","48.3617","4.6838","27.1504"
"","7.1130","48.4647","4.6924","27.2082"
"","7.1250","48.5676","4.7010","27.2660"
"","7.1390","48.6748","4.7106","27.3262"
"","7.1530","48.7753","4.7196","27.3826"
"","7.1670","48.8780","4.7285","27.4403"
"","7.1810","48.9804","4.7376","27.4977"
"","7.1950","49.0884","4.7471","27.5584"
"","7.2080","49.1920","4.7558","27.6166"
"","7.2230","49.2964","4.7655","27.6751"
"","7.2370","49.3975","4.7743","27.7319"
"","7.2510","49.5013","4.7836","27.7902"
"","7.2640","49.6091","4.7925","27.8507"
"","7.2770","49.7170","4.8015","27.9113"
"","7.2900","49.8179","4.8103","27.9679"
"","7.3040","49.9202","4.8195","28.0254"
"","7.3170","50.0235","4.8281","28.0834"
"","7.3300","50.1276","4.8370","28.1418"
"","7.3430","50.2292","4.8461","28.1988"
"","7.3560","50.3337","4.8553","28.2575"
"","7.3690","50.4411","4.8641","28.3178"
"","7.3830","50.5417","4.8731","28.3743"
"","7.3980","50.6424","4.8827","28.4308"
"","7.4120","50.7491","4.8917","28.4907"
"","7.4250","50.8554","4.9004","28.5504"
"","7.4390","50.9601","4.9100","28.6092"
"","7.4540","51.0619","4.9198","28.6663"
"","7.4680","51.1650","4.9286","28.7242"
"","7.4820","51.2703","4.9377","28.7833"
"","7.4950","51.3775","4.9465","28.8435"
"","7.5070","51.4777","4.9549","28.8997"
"","7.5200","51.5795","4.9638","28.9569"
"","7.5340","51.6865","4.9730","29.0170"
"","7.5480","51.7890","4.9819","29.0746"
"","7.5630","51.8945","4.9918","29.1337"
"","7.5760","52.0014","5.0010","29.1938"
"","7.5870","52.1034","5.0089","29.2510"
"","7.5990","52.2065","5.0173","29.3089"
"","7.6140","52.3091","5.0271","29.3665"
"","7.6290","52.4098","5.0364","29.4230"
"","7.6420","52.5100","5.0446","29.4793"
"","7.6560","52.6171","5.0538","29.5394"
"","7.6700","52.7198","5.0631","29.5971"
"","7.6840","52.8200","5.0722","29.6533"
"","7.6980","52.9201","5.0811","29.7095"
"","7.7110","53.0203","5.0896","29.7658"
"","7.7230","53.1261","5.0979","29.8252"
"","7.7350","53.2340","5.1066","29.8858"
"","7.7480","53.3402","5.1159","29.9454"
"","7.7630","53.4472","5.1259","30.0054"
"","7.7770","53.5529","5.1349","30.0648"
"","7.7920","53.6602","5.1447","30.1250"
"","7.8050","53.7640","5.1536","30.1833"
"","7.8160","53.8663","5.1614","30.2407"
"","7.8280","53.9715","5.1698","30.2998"
"","7.8420","54.0753","5.1792","30.3581"
"","7.8560","54.1789","5.1882","30.4162"
"","7.8700","54.2829","5.1973","30.4746"
"","7.8840","54.3871","5.2067","30.5331"
"","7.8970","54.4911","5.2155","30.5915"
"","7.9100","54.5961","5.2240","30.6504"
"","7.9240","54.6993","5.2328","30.7084"
"","7.9390","54.7994","5.2421","30.7645"
"","7.9520","54.9043","5.2506","30.8235"
"","7.9640","55.0119","5.2588","30.8839"
"","7.9770","55.1179","5.2679","30.9434"
"","7.9910","55.2193","5.2776","31.0003"
"","8.0030","55.3200","5.2856","31.0568"
"","8.0150","55.4228","5.2935","31.1145"
"","8.0290","55.5282","5.3028","31.1737"
"","8.0420","55.6298","5.3118","31.2308"
"","8.0540","55.7365","5.3205","31.2907"
"","8.0660","55.8400","5.3290","31.3487"
"","8.0790","55.9445","5.3377","31.4074"
"","8.0950","56.0499","5.3474","31.4666"
"","8.1120","56.1509","5.3578","31.5233"
"","8.1250","56.2549","5.3660","31.5817"
"","8.1370","56.3577","5.3740","31.6394"
"","8.1510","56.4631","5.3834","31.6986"
"","8.1660","56.5685","5.3931","31.7577"
"","8.1790","56.6733","5.4017","31.8166"
"","8.1910","56.7754","5.4100","31.8739"
"","8.2030","56.8765","5.4186","31.9307"
"","8.2150","56.9841","5.4271","31.9911"
"","8.2270","57.0861","5.4353","32.0483"
"","8.2400","57.1865","5.4438","32.1047"
"","8.2540","57.2893","5.4528","32.1624"
"","8.2670","57.3968","5.4616","32.2228"
"","8.2790","57.5002","5.4700","32.2808"
"","8.2920","57.6070","5.4792","32.3408"
"","8.3050","57.7111","5.4881","32.3992"
"","8.3190","57.8183","5.4971","32.4594"
"","8.3330","57.9200","5.5061","32.5165"
"","8.3470","58.0255","5.5154","32.5757"
"","8.3600","58.1337","5.5241","32.6365"
"","8.3730","58.2399","5.5328","32.6961"
"","8.3880","58.3467","5.5423","32.7560"
"","8.4030","58.4482","5.5516","32.8130"
"","8.4180","58.5527","5.5612","32.8717"
"","8.4310","58.6567","5.5702","32.9301"
"","8.4420","58.7624","5.5780","32.9894"
"","8.4530","58.8634","5.5859","33.0461"
"","8.4650","58.9636","5.5941","33.1024"
"","8.4790","59.0692","5.6033","33.1617"
"","8.4930","59.1762","5.6125","33.2217"
"","8.5050","59.2804","5.6206","33.2802"
"","8.5170","59.3824","5.6289","33.3375"
"","8.5300","59.4875","5.6378","33.3965"
"","8.5440","59.5896","5.6468","33.4538"
"","8.5590","59.6942","5.6560","33.5125"
"","8.5730","59.7950","5.6649","33.5691"
"","8.5860","59.9002","5.6735","33.6282"
"","8.5980","60.0004","5.6817","33.6844"
"","8.6100","60.1018","5.6901","33.7414"
"","8.6230","60.2091","5.6990","33.8016"
"","8.6360","60.3163","5.7075","33.8618"
"","8.6500","60.4165","5.7166","33.9181"
"","8.6640","60.5240","5.7258","33.9784"
"","8.6770","60.6319","5.7346","34.0389"
"","8.6890","60.7347","5.7428","34.0967"
"","8.7020","60.8393","5.7515","34.1554"
"","8.7160","60.9435","5.7607","34.2139"
"","8.7300","61.0503","5.7702","34.2738"
"","8.7420","61.1570","5.7786","34.3337"
"","8.7530","61.2617","5.7864","34.3925"
"","8.7640","61.3624","5.7942","34.4491"
"","8.7770","61.4667","5.8030","34.5076"
"","8.7930","61.5699","5.8130","34.5655"
"","8.8080","61.6776","5.8223","34.6260"
"","8.8200","61.7824","5.8301","34.6849"
"","8.8320","61.8828","5.8382","34.7412"
"","8.8460","61.9891","5.8477","34.8009"
"","8.8590","62.0898","5.8562","34.8574"
"","8.8720","62.1912","5.8645","34.9144"
"","8.8850","62.2919","5.8730","34.9709"
"","8.8980","62.3949","5.8818","35.0287"
"","8.9100","62.4967","5.8901","35.0859"
"","8.9220","62.6024","5.8983","35.1452"
"","8.9350","62.7086","5.9070","35.2048"
"","8.9490","62.8118","5.9160","35.2628"
